Nome,Squadra,R,attributi,Res. Inf.,Qt.A,Qt.I,Diff.,FVM,Pv 24_25,Mv 24_25,Fm 24_25,Gf 24_25,Gs 24_25,Rp 24_25,Rc 24_25,R+ 24_25,R- 24_25,Ass 24_25,Amm 24_25,Esp 24_25,Au 24_25,Pv 23_24,Mv 23_24,Fm 23_24,Gf 23_24,Gs 23_24,Rp 23_24,Rc 23_24,R+ 23_24,R- 23_24,Ass 23_24,Amm 23_24,Esp 23_24,Au 23_24,Pv 22_23,Mv 22_23,Fm 22_23,Gf 22_23,Gs 22_23,Rp 22_23,Rc 22_23,R+ 22_23,R- 22_23,Ass 22_23,Amm 22_23,Esp 22_23,Au 22_23,Pv,Mv,Fm,Gf,Gs,Rp,Rc,R+,R-,Ass,Amm,Esp,Au
Pierret,Lecce,C,"['Panchinaro', 'Falloso']",60%,4,4,0,8,3,5.83,5.83,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andersen M.k.,Venezia,C,,,4,2,2,13,2,6.0,7.5,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grassi,Empoli,C,['Panchinaro'],40%,3,3,0,4,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0,26.0,5.92,5.77,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,20.0,5.92,5.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,28.0,5.95,5.88,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0
Cataldi,Fiorentina,C,['Panchinaro'],60%,3,3,0,7,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,22.0,5.98,5.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,28.0,5.98,5.93,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,30.0,6.03,6.08,1.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0
Baselli,Como,C,"['Panchinaro', 'Buona Media']",40%,3,3,0,7,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,5.88,5.92,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Haas,Empoli,C,['Titolare'],60%,3,2,1,3,2,6.0,6.0,0,0,0,0,0,0,0,0,0,0,1.0,5.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,5.88,5.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,5.88,5.91,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
Nicolussi Caviglia,Venezia,C,,,3,1,2,4,2,6.5,6.5,0,0,0,0,0,0,0,0,0,0,6.0,5.92,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,5.73,5.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,
Kostic,Juventus,C,"['Panchinaro', 'Goleador', 'Assistman', 'Falloso']",60%,3,4,-1,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29.0,5.91,5.98,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,36.0,6.11,6.6,3.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,,,,,,,,,,,,,
Adopo,Cagliari,C,"['Outsider', 'Titolare', 'Goleador']",60%,3,2,1,3,2,6.0,6.0,0,0,0,0,0,0,0,0,0,0,4.0,5.75,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,5.88,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,
Bjarkason,Venezia,C,['Panchinaro'],60%,3,4,-1,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miretti,Genoa,C,"['Panchinaro', 'Giovane talento']",60%,3,4,-1,18,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,20.0,5.78,5.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,25.0,5.96,6.02,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vignato S.,Monza,C,,,3,2,1,5,3,5.67,5.67,0,0,0,0,0,0,0,0,0,0,8.0,6.0,6.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,6.25,6.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,
Alidou,Verona,C,"['Panchinaro', 'Goleador']",60%,3,3,0,6,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moro N.,Bologna,C,,,3,2,1,8,3,5.67,5.67,0,0,0,0,0,0,0,0,0,0,17.0,6.03,6.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,6.04,6.3,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,,,,,,,,,,,,,
Gineitis,Torino,C,"['Panchinaro', 'Giovane talento']",60%,3,4,-1,12,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,10.0,6.05,5.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,
Zarraga,Udinese,C,"['Panchinaro', 'Buona Media']",60%,3,3,0,6,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0,7.0,6.07,6.93,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
El Azzouzi,Bologna,C,,,3,4,-1,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,9.0,6.11,6.83,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Makoumbou,Cagliari,C,"['Titolare', 'Falloso']",60%,3,4,-1,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,32.0,5.62,5.61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Braunoder,Como,C,"['Outsider', 'Titolare']",60%,3,3,0,8,2,5.75,5.5,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Engelhardt,Como,C,"['Outsider', 'Titolare', 'Buona Media', 'Giovane talento']",60%,3,4,-1,8,1,5.0,4.5,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rui Modesto,Udinese,C,,,3,3,0,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeboah J.,Venezia,C,,,3,3,0,8,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jankto,Cagliari,C,"['Panchinaro', 'Buona Media', 'Assistman', 'Piazzati']",60%,2,3,-1,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16.0,5.84,6.16,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyprien,Parma,C,['Titolare'],60%,2,2,0,2,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bianco,Monza,C,"['Panchinaro', 'Goleador', 'Falloso', 'Giovane talento']",60%,2,2,0,2,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,3.0,6.17,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pisilli,Roma,C,"['Panchinaro', 'Goleador', 'Giovane talento']",60%,2,1,1,1,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Belahyane,Verona,C,"['Panchinaro', 'Giovane talento']",60%,2,1,1,4,3,6.0,5.67,0,0,0,0,0,0,0,2,0,0,2.0,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dani Silva,Verona,C,,,2,3,-1,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,9.0,5.83,5.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitrovic S.,Verona,C,,,2,3,-1,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,10.0,5.9,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Doumbia I.,Venezia,C,,,2,1,1,2,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anjorin,Empoli,C,['Panchinaro'],60%,2,2,0,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akpa Akpro,Lazio,C,,,1,1,0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,14.0,5.82,5.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,24.0,6.04,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,6.0,5.33,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Pobega,Bologna,C,"['Panchinaro', 'Buona Media', 'Falloso']",60%,1,2,-1,10,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7.0,5.93,5.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.96,6.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,31.0,6.26,6.5,4.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0
Camara D.,Parma,C,,,1,1,0,1,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crnigoj,Venezia,C,"['Panchinaro', 'Falloso']",60%,1,1,0,1,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,6.0,5.83,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,5.97,6.23,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
Kone B.,Como,C,,,1,1,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bohinen,Genoa,C,['Panchinaro'],80%,1,1,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,14.0,5.86,5.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,5.82,5.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.95,5.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
Zerbin,Napoli,C,['Panchinaro'],60%,1,2,-1,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16.0,5.78,5.78,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,5.75,5.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,
BERISHA M.,Lecce,C,,,1,1,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulemana I.,Atalanta,C,,,1,2,-1,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,19.0,5.89,6.13,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0,5.92,5.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,
Belardinelli,Empoli,C,"['Panchinaro', 'Falloso', 'Giovane talento']",40%,1,1,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaba,Lecce,C,"['Titolare', 'Falloso', 'Giovane talento']",60%,1,1,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,22.0,5.82,5.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeroli,Milan,C,,,1,1,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buchanan T.,Inter,C,,,1,1,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7.0,6.07,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Adzic,Juventus,C,,,1,1,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberali,Milan,C,,,1,1,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cassa,Atalanta,C,"['Panchinaro', 'Giovane talento']",20%,1,1,0,1,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Byar,Bologna,C,,,1,1,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manzoni,Atalanta,C,,,1,1,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vos,Milan,C,,,1,1,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hasa,Lecce,C,"['Outsider', 'Panchinaro', 'Assistman', 'Falloso', 'Giovane talento']",60%,1,1,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atta,Udinese,C,,,1,1,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinez L.,Inter,A,,,38,41,-3,406,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,33.0,6.65,8.73,24.0,0.0,0.0,3.0,2.0,1.0,2.0,5.0,0.0,0.0,37.0,6.42,8.16,21.0,0.0,0.0,2.0,1.0,1.0,6.0,3.0,0.0,0.0,33.0,6.38,8.02,21.0,0.0,0.0,6.0,3.0,3.0,3.0,6.0,0.0,0.0
Vlahovic,Juventus,A,"['Fuoriclasse', 'Titolare', 'Buona Media', 'Goleador', 'Rigorista', 'Piazzati', 'Giovane talento']",60%,37,37,0,383,3,6.5,8.5,2,0,0,1,1,0,0,0,0,0,33.0,6.18,7.42,16.0,0.0,0.0,4.0,2.0,2.0,3.0,6.0,1.0,0.0,25.0,6.06,7.16,10.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,36.0,6.4,8.35,24.0,0.0,0.0,6.0,5.0,1.0,3.0,4.0,0.0,0.0
Lukaku,Napoli,A,"['Outsider', 'Titolare', 'Goleador', 'Rigorista']",40%,34,33,1,340,1,7.0,10.0,1,0,0,0,0,0,0,0,0,0,32.0,6.09,7.2,13.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,1.0,0.0,25.0,6.24,7.66,10.0,0.0,0.0,2.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thuram,Inter,A,"['Titolare', 'Buona Media']",40%,34,31,3,260,3,7.17,11.17,4,0,0,0,0,0,0,0,0,0,35.0,6.54,7.81,13.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Osimhen,Napoli,A,"['Fuoriclasse', 'Panchinaro', 'Goleador', 'Rigorista', 'Falloso', 'Giovane talento']",60%,33,35,-2,155,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,25.0,6.36,7.88,15.0,0.0,0.0,5.0,3.0,2.0,2.0,4.0,1.0,0.0,32.0,6.73,9.14,26.0,0.0,0.0,3.0,2.0,1.0,4.0,4.0,0.0,0.0,27.0,6.48,7.98,14.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0
Dybala,Roma,A,"['Fuoriclasse', 'Titolare', 'Buona Media', 'Goleador', 'Assistman', 'Rigorista', 'Piazzati']",40%,32,34,-2,279,3,5.83,5.83,0,0,0,0,0,0,0,0,0,0,27.0,6.48,8.2,13.0,0.0,0.0,7.0,7.0,0.0,9.0,3.0,0.0,0.0,25.0,6.64,8.24,12.0,0.0,0.0,5.0,5.0,0.0,6.0,4.0,0.0,0.0,28.0,6.36,7.45,10.0,0.0,0.0,2.0,1.0,1.0,5.0,3.0,0.0,0.0
Dovbyk,Roma,A,"['Fuoriclasse', 'Titolare', 'Buona Media', 'Goleador', 'Rigorista']",60%,30,32,-2,238,3,5.33,5.33,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kvaratskhelia,Napoli,A,"['Outsider', 'Titolare', 'Goleador', 'Assistman', 'Rigorista', 'Giovane talento']",80%,29,29,0,260,3,6.5,7.83,1,0,0,0,0,0,1,0,0,0,34.0,6.25,7.25,11.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,34.0,6.62,7.96,12.0,0.0,0.0,2.0,2.0,0.0,10.0,1.0,0.0,0.0,,,,,,,,,,,,,
Scamacca,Atalanta,A,"['Titolare', 'Goleador', 'Falloso', 'Giovane talento']",40%,26,28,-2,145,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,28.0,6.41,7.89,12.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,6.22,7.61,16.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0
Lookman,Atalanta,A,"['Fuoriclasse', 'Titolare', 'Buona Media', 'Goleador']",40%,26,28,-2,222,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,30.0,6.37,7.63,11.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,30.0,6.47,7.92,13.0,0.0,0.0,3.0,3.0,0.0,6.0,3.0,0.0,0.0,,,,,,,,,,,,,
Morata,Milan,A,"['Fuoriclasse', 'Titolare', 'Buona Media', 'Goleador', 'Rigorista']",60%,25,26,-1,181,1,6.5,9.0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,6.1,6.91,9.0,0.0,0.0,1.0,1.0,0.0,4.0,5.0,0.0,0.0
Zapata D.,Torino,A,,,25,25,0,172,3,6.67,7.5,1,0,0,0,0,0,0,1,0,0,37.0,6.26,7.36,13.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,24.0,5.96,6.27,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,24.0,6.38,7.73,10.0,0.0,0.0,3.0,3.0,0.0,4.0,3.0,0.0,0.0
Leao,Milan,A,"['Fuoriclasse', 'Titolare', 'Buona Media', 'Goleador', 'Assistman', 'Giovane talento']",60%,25,25,0,200,3,6.0,7.33,1,0,0,0,0,0,1,0,0,0,33.0,6.39,7.41,9.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,34.0,6.47,7.9,15.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,1.0,0.0,34.0,6.63,7.84,11.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0
Gudmundsson A.,Fiorentina,A,,,25,27,-2,170,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,35.0,6.47,7.64,14.0,0.0,0.0,5.0,4.0,1.0,4.0,4.0,0.0,0.0,,,,,,,,,,,,,,11.0,5.68,5.82,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Gonzalez N.,Juventus,A,,,23,25,-2,102,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29.0,6.31,7.4,12.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,22.0,6.11,6.86,6.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,33.0,6.35,7.11,7.0,0.0,0.0,3.0,3.0,0.0,6.0,2.0,1.0,0.0
Castellanos,Lazio,A,"['Titolare', 'Goleador', 'Falloso']",60%,23,21,2,112,3,6.83,8.67,2,0,0,0,0,0,0,1,0,0,31.0,5.87,6.32,4.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Retegui,Atalanta,A,"['Outsider', 'Titolare', 'Goleador', 'Rigorista']",60%,22,20,2,194,3,6.5,9.33,3,0,0,1,1,0,0,1,0,0,29.0,6.09,6.79,7.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kean,Fiorentina,A,"['Outsider', 'Titolare', 'Goleador', 'Falloso']",80%,21,21,0,100,3,6.0,7.0,1,0,0,0,0,0,0,0,0,0,14.0,6.0,5.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,23.0,5.89,6.52,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,25.0,5.96,6.56,5.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0
De Ketelaere,Atalanta,A,"['Fuoriclasse', 'Panchinaro', 'Goleador', 'Assistman', 'Piazzati', 'Falloso', 'Giovane talento']",60%,20,21,-1,147,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0,33.0,6.32,7.39,10.0,0.0,0.0,1.0,1.0,0.0,8.0,1.0,0.0,1.0,27.0,5.74,5.74,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,
Dallinga,Bologna,A,"['Outsider', 'Titolare', 'Goleador']",60%,20,22,-2,94,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soule',Roma,A,"['Outsider', 'Titolare', 'Buona Media', 'Goleador', 'Assistman', 'Giovane talento']",40%,19,20,-1,93,3,5.67,5.67,0,0,0,0,0,0,0,0,0,0,36.0,6.29,7.07,11.0,0.0,0.0,6.0,5.0,1.0,2.0,4.0,0.0,1.0,7.0,6.14,6.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Pinamonti,Genoa,A,"['Titolare', 'Buona Media', 'Goleador', 'Rigorista']",60%,18,18,0,97,2,6.0,7.5,1,0,0,0,0,0,0,0,0,0,37.0,5.92,6.7,11.0,0.0,0.0,3.0,2.0,1.0,1.0,4.0,0.0,0.0,32.0,5.67,6.06,5.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,36.0,6.15,7.21,13.0,0.0,0.0,4.0,4.0,0.0,1.0,4.0,0.0,0.0
Krstovic,Lecce,A,"['Outsider', 'Titolare', 'Goleador', 'Rigorista']",60%,17,17,0,72,3,5.67,6.67,1,0,0,0,0,0,0,0,0,0,33.0,5.91,6.3,7.0,0.0,0.0,3.0,1.0,2.0,1.0,4.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Belotti,Como,A,"['Panchinaro', 'Goleador', 'Rigorista']",40%,16,17,-1,75,3,5.67,5.67,0,0,0,0,0,0,0,0,0,0,24.0,6.21,7.1,6.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,22.0,5.8,5.75,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,22.0,6.2,7.32,8.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0
Dia,Lazio,A,"['Outsider', 'Panchinaro', 'Buona Media', 'Goleador']",40%,16,15,1,66,2,6.5,8.0,1,0,0,0,0,0,0,0,0,0,17.0,5.85,6.53,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,33.0,6.27,7.82,16.0,0.0,0.0,1.0,1.0,0.0,5.0,4.0,0.0,0.0,,,,,,,,,,,,,
Yildiz,Juventus,A,"['Titolare', 'Giovane talento']",60%,16,15,1,84,3,6.83,7.5,0,0,0,0,0,0,2,0,0,0,21.0,6.05,6.29,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanchez,Udinese,A,"['Outsider', 'Titolare', 'Buona Media', 'Assistman']",40%,15,16,-1,70,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,19.0,6.18,6.76,2.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6.14,6.91,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Pohjanpalo,Venezia,A,"['Fuoriclasse', 'Titolare', 'Goleador', 'Rigorista']",60%,15,16,-1,78,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noslin,Lazio,A,"['Titolare', 'Goleador', 'Assistman']",60%,15,16,-1,73,2,6.0,6.0,0,0,0,0,0,0,0,0,0,0,17.0,6.35,7.41,5.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Taremi,Inter,A,"['Panchinaro', 'Buona Media', 'Assistman']",40%,15,15,0,70,2,6.5,7.0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
